book_id,authors,original_title,isbn,language_code,image_url,average_rating,ratings_count,genre
9673436,Brian Selznick,The Invention of Hugo Cabret,439813786,eng,https://images.gr-assets.com/books/1422312376m/9673436.jpg,4.23,132159,"fiction, fantasy"
5479,"Aldous Huxley, Christopher Hitchens",Brave New World/Brave New World Revisited,60776099,eng,https://images.gr-assets.com/books/1331315450m/5479.jpg,4.16,108124,"classics, fiction"
1087204,Bisco Hatori,桜蘭高校ホスト部 1,1591169151,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388328993l/1087204.jpg,4.36,113881,"manga, romance"
18812405,Mary Kubica,The Good Girl,778316556,eng,https://images.gr-assets.com/books/1388340126m/18812405.jpg,3.81,100936,"mystery, fiction"
16070903,Abbi Glines,"Fallen Too Far (Too Far, #1)",,eng,https://images.gr-assets.com/books/1349565157m/16070903.jpg,4.21,138871,"romance, contemporary"
18081809,Rainbow Rowell,Landline,1250049377,eng,https://images.gr-assets.com/books/1499378092m/18081809.jpg,3.55,113805,"fiction, romance"
6262365,"P.C. Cast, Kristin Cast",Tempted,1905654588,eng,https://images.gr-assets.com/books/1408633041m/6262365.jpg,3.96,127387,"fantasy, paranormal"
12497,Cormac McCarthy,No Country for Old Men,375706674,eng,https://images.gr-assets.com/books/1443231179m/12497.jpg,4.12,100513,"fiction, thriller"
6101138,Hilary Mantel,Wolf Hall,7230206,eng,https://images.gr-assets.com/books/1336576165m/6101138.jpg,3.85,102936,"fiction, history"
6294,Diana Wynne Jones,Howl's Moving Castle,006441034X,eng,https://images.gr-assets.com/books/1407450489m/6294.jpg,4.3,123945,"fantasy, fiction"
11570,"Stephen King, William Olivier Desmond",Dreamcatcher,2226131906,fre,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922451l/11570.jpg,3.59,115855,"horror, fiction"
16902,Henry David Thoreau,Walden; or Life in the Woods,691096120,eng,https://images.gr-assets.com/books/1465675526m/16902.jpg,3.79,108062,"classics, philosophy"
28921,Kazuo Ishiguro,The Remains of the Day,571225381,eng,https://images.gr-assets.com/books/1327128714m/28921.jpg,4.1,105892,"fiction, classics"
10766509,Nicholas Sparks,The Best of Me,446547654,en-US,https://images.gr-assets.com/books/1301685366m/10766509.jpg,3.91,103915,"romance, fiction"
10746542,Julian Barnes,The Sense of an Ending,224094157,eng,https://images.gr-assets.com/books/1311704453m/10746542.jpg,3.7,94968,"fiction, mystery"
64863,Sue Grafton,A is for Alibi,312938993,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388198817l/64863.jpg,3.82,116026,"mystery, fiction"
1554,"Sophocles, J.E. Thomas",Οἰδίπους Τύραννος,1580495931,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388182316l/1554.jpg,3.67,119496,"fiction, classics"
5960325,Lisa See,Shanghai Girls,1400067111,eng,https://images.gr-assets.com/books/1327968416m/5960325.jpg,3.87,106729,"fiction, history"
5659,"Kenneth Grahame, Gillian Avery",The Wind in the Willows,143039091,eng,https://images.gr-assets.com/books/1423183570m/5659.jpg,3.98,124612,"classics, fiction"
15749186,Jenny Han,To All the Boys I've Loved Before,,eng,https://images.gr-assets.com/books/1372086100m/15749186.jpg,4.11,136938,ebooks
9516,"Marjane Satrapi, Mattias Ripa",Persepolis,037571457X,eng,https://images.gr-assets.com/books/1425871473m/9516.jpg,4.23,117103,"comics, memoir"
3087,E.M. Forster,A Room with a View,1420925431,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388781285l/3087.jpg,3.91,109994,"classics, fiction"
6931356,Kody Keplinger,The DUFF: Designated Ugly Fat Friend,316084239,en-US,https://images.gr-assets.com/books/1271108843m/6931356.jpg,3.86,136736,"contemporary, romance"
1295102,Sarah Dessen,Lock and Key,067001088X,eng,https://images.gr-assets.com/books/1479691949m/1295102.jpg,4.01,120475,"romance, contemporary"
268602,J.D. Robb,Naked in Death,399151575,en-US,https://images.gr-assets.com/books/1297783540m/268602.jpg,4.13,78028,"mystery, romance"
5355,John Grisham,The Chamber,385339666,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388336784l/5355.jpg,3.76,102715,"fiction, mystery"
4502877,Stephenie Meyer,Midnight Sun (Partial Draft),,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.03,138118,"fantasy, romance"
204042,"Masashi Kishimoto, Katy Bridges",NARUTO -ナルト- 巻ノ一 ,1569319006,eng,https://images.gr-assets.com/books/1435524806m/204042.jpg,4.35,104633,"fantasy, comics"
13227454,Rachel Joyce,The Unlikely Pilgrimage of Harold Fry,812993292,eng,https://images.gr-assets.com/books/1335816092m/13227454.jpg,3.89,94012,"contemporary, fiction"
13262783,David Levithan,Every Day,307931889,eng,https://images.gr-assets.com/books/1356993940m/13262783.jpg,3.99,121863,"contemporary, romance"
8648,Orson Scott Card,Xenocide,312861877,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924577l/8648.jpg,3.77,104467,"fiction, fantasy"
24128,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",The Merchant of Venice,743477561,eng,https://images.gr-assets.com/books/1327871054m/24128.jpg,3.78,115621,"classics, fiction"
402093,James Clavell,Shōgun,440178002,eng,https://images.gr-assets.com/books/1397228842m/402093.jpg,4.37,104339,"fiction, classics"
42900,J.R. Ward,"Lover Awakened (Black Dagger Brotherhood, #3)",451219368,eng,https://images.gr-assets.com/books/1388773547m/42900.jpg,4.45,134249,"paranormal, romance"
16096824,Sarah J. Maas,A Court of Thorns and Roses,1619634449,eng,https://images.gr-assets.com/books/1491595796m/16096824.jpg,4.29,167848,"fantasy, romance"
293595,"Bill Martin Jr., John Archambault, Lois Ehlert",Chicka Chicka Boom Boom,068983568X,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348384871l/293595.jpg,4.21,105192,"fiction, poetry"
6393631,Raina Telgemeier,Smile,545132053,eng,https://images.gr-assets.com/books/1438206850m/6393631.jpg,4.19,98628,"comics, memoir"
5472,"George Orwell, Christopher Hitchens", Animal Farm & 1984,151010269,eng,https://images.gr-assets.com/books/1327959366m/5472.jpg,4.26,116197,"classics, fiction"
5161,Jacquelyn Mitchard,The Deep End of the Ocean,140286276,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435023021l/5161._SY475_.jpg,3.84,102733,"fiction, contemporary"
12555,Amy Tan,The Bonesetter's Daughter,345457374,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442687221l/12555._SY475_.jpg,3.98,99926,"fiction, contemporary"
402013,Louise Rennison,"Angus, Thongs and Full-Frontal Snogging",60288140,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400533444l/402013.jpg,3.74,112733,"fiction, romance"
13538873,Robin Sloan,Mr. Penumbra's 24-Hour Bookstore,374214913,eng,https://images.gr-assets.com/books/1345089845m/13538873.jpg,3.75,110552,"fiction, mystery"
43448,V.C. Andrews,Flowers in the Attic,743496310,eng,https://images.gr-assets.com/books/1327880853m/43448.jpg,3.79,109063,"fiction, horror"
25899336,"Paul Kalanithi, Abraham Verghese",When Breath Becomes Air,,eng,https://images.gr-assets.com/books/1492677644m/25899336.jpg,4.32,116771,"memoir, nonfiction"
139463,Jerry Spinelli,Maniac Magee,590452037,eng,https://images.gr-assets.com/books/1395884800m/139463.jpg,3.86,99831,"fiction, classics"
22290,Chuck Palahniuk,Invisible Monsters,99285444,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348348816l/22290.jpg,4.0,54937,"fiction, ebooks"
1625,William Shakespeare,"Twelfth Night; or, What You Will",743482778,eng,https://images.gr-assets.com/books/1416628008m/1625.jpg,3.97,119607,"classics, fiction"
12936,Lois Lowry,Gathering Blue,385732562,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388195391l/12936.jpg,3.8,114917,"fiction, ebooks"
902,Ellen Raskin,The Westing Game,014240120X,eng,https://images.gr-assets.com/books/1356850909m/902.jpg,4.03,117108,"mystery, fiction"
15839976,Pierce Brown,Red Rising,345539788,eng,https://images.gr-assets.com/books/1461354651m/15839976.jpg,4.26,104939,"fantasy, fiction"
3227063,Brent Weeks,The Way of Shadows,316033677,en-US,https://images.gr-assets.com/books/1327881551m/3227063.jpg,4.15,109236,"fantasy, fiction"
30868,Barbara Kingsolver,The Bean Trees,812474945,eng,https://images.gr-assets.com/books/1443483961m/30868.jpg,3.94,105032,"fiction, contemporary"
15745950,Jamie McGuire,Walking Disaster,1476712980,eng,https://images.gr-assets.com/books/1352338368m/15745950.jpg,4.23,134022,"romance, contemporary"
17332218,Brandon Sanderson,Words of Radiance,765326361,eng,https://images.gr-assets.com/books/1391535251m/17332218.jpg,4.77,73572,"fantasy, fiction"
301736,"Sam McBratney, Anita Jeram",Guess How Much I Love You,076360013X,en-US,https://images.gr-assets.com/books/1320457007m/301736.jpg,4.36,104690,"fiction, classics"
10967,Diana Gabaldon,The Fiery Cross,440221668,eng,https://images.gr-assets.com/books/1407366842m/10967.jpg,4.26,103552,"romance, fantasy"
10628,"Stephen King, John D. MacDonald",Night Shift,450042685,en-GB,https://images.gr-assets.com/books/1342215309m/10628.jpg,3.96,104248,"horror, fiction"
126232,Peter Benchley,Jaws,1400064562,eng,https://images.gr-assets.com/books/1327958767m/126232.jpg,3.96,102574,"horror, fiction"
3867,Nicole Krauss,The History of Love,393328627,eng,https://images.gr-assets.com/books/1327911009m/3867.jpg,3.91,98379,"fiction, romance"
19302,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",Pippi Långstrump,142402494,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519300455l/19302._SX318_.jpg,4.11,123065,"classics, fiction"
2967752,"Muriel Barbery, Alison Anderson",L'élégance du hérisson,1933372605,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347755370l/2967752.jpg,3.73,101669,fiction
2199,"Doris Kearns Goodwin, Suzanne Toren",Team of Rivals: The Political Genius of Abraham Lincoln,743270754,eng,https://images.gr-assets.com/books/1347278868m/2199.jpg,4.3,102923,"history, biography"
7091488,Charlaine Harris,Dead in the Family,441018645,en-US,https://images.gr-assets.com/books/1290479828m/7091488.jpg,3.88,127379,"fantasy, paranormal"
11989,"Albert Camus, Stuart Gilbert",La peste,679720219,en-US,https://images.gr-assets.com/books/1342837610m/11989.jpg,3.97,95803,"fiction, classics"
78418,"Lemony Snicket, Brett Helquist",The Reptile Room,439206480,eng,https://images.gr-assets.com/books/1352146294m/78418.jpg,3.95,130213,"fiction, fantasy"
13547180,Susannah Cahalan,Brain on Fire,145162137X,eng,https://images.gr-assets.com/books/1353173297m/13547180.jpg,4.0,92849,"memoir, nonfiction"
305234,Melissa Marr,Wicked Lovely ,61214655,en-US,https://images.gr-assets.com/books/1327814035m/305234.jpg,3.69,131034,"fantasy, paranormal"
420297,H.A. Rey,Curious George,039515023X,en-CA,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442953450l/420297._SX318_.jpg,4.13,105473,"fiction, classics"
27712,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",Die unendliche Geschichte,525457585,eng,https://images.gr-assets.com/books/1327871159m/27712.jpg,4.17,109110,"fantasy, classics"
13912,Sylvia Nasar,A Beautiful Mind,571212921,en-GB,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347807703l/13912.jpg,4.12,98276,"biography, nonfiction"
41681,"Upton Sinclair, Earl Lee, Kathleen DeGrave",The Jungle,1884365302,eng,https://images.gr-assets.com/books/1332140681m/41681.jpg,3.72,97468,"fiction, history"
2800905,Kelley Armstrong,The Summoning,61662690,en-US,https://images.gr-assets.com/books/1478986944m/2800905.jpg,4.03,132285,"paranormal, romance"
63697,Oliver Sacks,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,684853949,en-US,https://images.gr-assets.com/books/1447047702m/63697.jpg,4.04,102419,"psychology, science"
92364,Ken Follett,Storm Island,006074815X,en-US,https://images.gr-assets.com/books/1327939511m/92364.jpg,4.16,93475,"fiction, thriller"
78433,Margaret Atwood,The Blind Assassin,1860498809,eng,https://images.gr-assets.com/books/1451445426m/78433.jpg,3.95,98464,"fiction, mystery"
23164983,Ransom Riggs,Hollow City,1594747350,eng,https://images.gr-assets.com/books/1429175859m/23164983.jpg,4.07,73149,"fiction, fantasy"
359770,Andre Dubus III,House of Sand and Fog,375727345,eng,https://images.gr-assets.com/books/1428883041m/359770.jpg,3.83,55381,"fiction, contemporary"
17235026,M.R. Carey,The Girl with All the Gifts,356500152,eng,https://images.gr-assets.com/books/1403033579m/17235026.jpg,3.93,99729,"horror, fiction"
77013,William Faulkner,As I Lay Dying,067973225X,eng,https://images.gr-assets.com/books/1451810782m/77013.jpg,3.72,103547,"classics, fiction"
98573,Crockett Johnson,Harold and the Purple Crayon,747532036,eng,https://images.gr-assets.com/books/1327390957m/98573.jpg,4.24,107221,"fiction, classics"
35729,J.R. Ward,"Lover Eternal (Black Dagger Brotherhood, #2)",451218043,eng,https://images.gr-assets.com/books/1300845974m/35729.jpg,4.35,137558,"paranormal, romance"
91477,Jim Butcher,Fool Moon ,451458125,eng,https://images.gr-assets.com/books/1345556849m/91477.jpg,4.04,111371,"fantasy, mystery"
15751404,Malcolm Gladwell,David and Goliath,316204366,eng,https://images.gr-assets.com/books/1391813567m/15751404.jpg,3.9,90083,"nonfiction, psychology"
870,"Hiromu Arakawa, Akira Watanabe",鋼の錬金術師 1,1591169208,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388179331l/870.jpg,4.49,93990,"manga, fiction"
64216,Terry Pratchett,Guards! Guards!,61020648,eng,https://images.gr-assets.com/books/1431127356m/64216.jpg,4.32,108652,"fantasy, fiction"
7815,Joan Didion,The Year of Magical Thinking,1400078431,eng,https://images.gr-assets.com/books/1327878638m/7815.jpg,3.86,94590,"memoir, nonfiction"
80660,Lionel Shriver,We Need to Talk About Kevin,006112429X,eng,https://images.gr-assets.com/books/1327865017m/80660.jpg,4.07,101343,"fiction, contemporary"
112537,Arthur C. Clarke,Rendezvous with Rama,1857231589,eng,https://images.gr-assets.com/books/1405456427m/112537.jpg,4.06,93151,"classics, science"
43758,Anne Rice,The Queen of the Damned,345419626,eng,https://images.gr-assets.com/books/1327871992m/43758.jpg,3.86,110693,"horror, fantasy"
53835,"Edith Wharton, Maureen Howard",The Age of Innocence,159308143X,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388248423l/53835.jpg,3.93,102646,"classics, fiction"
61535,Richard Dawkins,The Selfish Gene,199291152,eng,https://images.gr-assets.com/books/1366758096m/61535.jpg,4.11,96564,"nonfiction, philosophy"
4965,Geraldine Brooks,Year of Wonders: A Novel of the Plague,142001430,eng,https://images.gr-assets.com/books/1327936622m/4965.jpg,4.0,104283,"fiction, history"
32508,Michael Connelly,The Black Echo,446612731,eng,https://images.gr-assets.com/books/1344265342m/32508.jpg,4.08,98591,"mystery, crime"
667,Ayn Rand,Anthem,452281253,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190459l/667.jpg,3.62,95620,"fiction, philosophy"
10140661,Sylvain Reynard,Gabriel's Inferno,1936305623,eng,https://images.gr-assets.com/books/1301789770m/10140661.jpg,4.02,119633,"romance, contemporary"
8073,"Judi Barrett, Ron Barrett",Cloudy with a Chance of Meatballs,689707495,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439779831l/8073._SX318_.jpg,4.15,104677,"fiction, fantasy"
6643090,Helen Simonson,Major Pettigrew's Last Stand,1400068932,eng,https://images.gr-assets.com/books/1320539020m/6643090.jpg,3.87,97745,"fiction, romance"
5598113,Nora Roberts,Vision in White,425227510,eng,https://images.gr-assets.com/books/1316972164m/5598113.jpg,4.1,103933,"romance, contemporary"
10909,Jodi Picoult,The Tenth Circle,074349671X,eng,https://images.gr-assets.com/books/1348575053m/10909.jpg,3.48,99170,"fiction, contemporary"
9067850,Rick Riordan,The Throne of Fire,1423140567,eng,https://images.gr-assets.com/books/1366227973m/9067850.jpg,4.2,116360,"fantasy, fiction"
51964,John Scalzi,Old Man's War,765348276,eng,https://images.gr-assets.com/books/1487044882m/51964.jpg,4.23,97653,"fiction, fantasy"
32692,Stephen King,Gerald's Game,831727527,eng,https://images.gr-assets.com/books/1297737756m/32692.jpg,3.47,100158,"fiction, thriller"
6427,Janet Evanovich,Two for the Dough,140255559,eng,https://images.gr-assets.com/books/1330926461m/6427.jpg,4.11,116171,"mystery, fiction"
327847,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",The Joy of Cooking,684818701,,https://images.gr-assets.com/books/1379313627m/327847.jpg,4.14,102348,"cookbooks, nonfiction"
21611,Joe Haldeman,The Forever War,60510862,eng,https://images.gr-assets.com/books/1386852511m/21611.jpg,4.15,87636,"fiction, classics"
10585,"Stephen King, Bettina Blanch Tyroller",Insomnia,8497597729,spa,https://images.gr-assets.com/books/1354355494m/10585.jpg,3.79,100972,"horror, fiction"
7603,Azar Nafisi,Reading Lolita in Tehran: A Memoir in Books,812971060,eng,https://images.gr-assets.com/books/1397751318m/7603.jpg,3.57,94696,"memoir, nonfiction"
944073,Joe Abercrombie,The Blade Itself,575079797,eng,https://images.gr-assets.com/books/1284167912m/944073.jpg,4.14,97501,"fantasy, fiction"
114955,Eoin Colfer,The Arctic Incident,786851473,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388294381l/114955.jpg,3.94,108031,"fantasy, fiction"
7354,Annie Proulx,The Shipping News,743225422,eng,https://images.gr-assets.com/books/1469036074m/7354.jpg,3.83,103151,"fiction, contemporary"
22318578,"Marie Kondō, Cathy Hirano",人生がときめく片づけの魔法,1607747308,eng,https://images.gr-assets.com/books/1418767178m/22318578.jpg,3.77,105063,"nonfiction, psychology"
18460392,"Jennifer Niven, فرانک معنوی",All the Bright Places,385755880,eng,https://images.gr-assets.com/books/1404331702m/18460392.jpg,4.19,132087,"contemporary, fiction"
231604,Kathy Reichs,Déjà Dead,671011367,eng,https://images.gr-assets.com/books/1334157601m/231604.jpg,3.86,100369,"mystery, crime"
17402605,Michael Scott,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,552562521,eng,https://images.gr-assets.com/books/1361310229m/17402605.jpg,3.84,58396,"fantasy, fiction"
10964693,Jeffrey Eugenides,The Marriage Plot,374203059,eng,https://images.gr-assets.com/books/1328736940m/10964693.jpg,3.42,90551,"fiction, contemporary"
16527,"Isabel Allende, Margaret Sayers Peden",Hija de la fortuna,61120251,eng,https://images.gr-assets.com/books/1299666780m/16527.jpg,3.89,89770,"fiction, romance"
22609317,Jessica Knoll,Luckiest Girl Alive,1476789630,eng,https://images.gr-assets.com/books/1425975301m/22609317.jpg,3.48,82504,"fiction, mystery"
270730,Ellen Hopkins,"Crank (Crank, #1)",689865198,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388192181l/270730.jpg,4.16,104168,"poetry, fiction"
17675462,Maggie Stiefvater,The Raven Boys,545424925,eng,https://images.gr-assets.com/books/1477103737m/17675462.jpg,4.05,121727,"fantasy, paranormal"
547094,Richard Matheson,I Am Legend and Other Stories,031286504X,eng,https://images.gr-assets.com/books/1317791583m/547094.jpg,3.99,98795,"horror, fiction"
1736739,Elizabeth Strout,Olive Kitteridge,140006208X,eng,https://images.gr-assets.com/books/1320430655m/1736739.jpg,3.78,85019,"contemporary, fiction"
20588698,"Lena Dunham, Joana Avillez",Not that Kind of Girl,081299499X,eng,https://images.gr-assets.com/books/1402816003m/20588698.jpg,3.33,88251,"memoir, nonfiction"
76865,James C. Collins,Good to Great: Why Some Companies Make the Leap... and Others Don't,66620996,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546097703l/76865.jpg,4.04,85277,"business, psychology"
6137154,Kristin Cashore,Fire,803734611,en-US,https://images.gr-assets.com/books/1331535456m/6137154.jpg,4.12,98180,"fantasy, romance"
17716,Samuel Beckett,En attendant Godot,,eng,https://images.gr-assets.com/books/1327910301m/17716.jpg,3.81,98950,"classics, fiction"
43035,Jack London,White Fang,439236193,eng,https://images.gr-assets.com/books/1475878443m/43035.jpg,3.94,100223,"classics, fiction"
4978,"Stephen King, Bernie Wrightson",Wolves of the Calla,141651693X,eng,https://images.gr-assets.com/books/1419360231m/4978.jpg,4.17,98182,"horror, fantasy"
18116,Philip Pullman,His Dark Materials,440238609,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442329494l/18116._SY475_.jpg,4.25,88227,"fiction, classics"
16081272,J.A. Redmerski,The Edge of Never,1480095532,en-US,https://images.gr-assets.com/books/1358810128m/16081272.jpg,4.26,117508,"romance, contemporary"
15776309,Kimberly McCreight,Reconstructing Amelia,006222543X,eng,https://images.gr-assets.com/books/1350193583m/15776309.jpg,3.82,86965,"mystery, fiction"
18693716,Jojo Moyes,The One Plus One,525426582,eng,https://images.gr-assets.com/books/1403185695m/18693716.jpg,3.94,87412,"fiction, romance"
11899,Michael Cunningham,The Hours,312305060,en-US,https://images.gr-assets.com/books/1479663379m/11899.jpg,3.91,97462,"fiction, contemporary"
15858248,Alice Clayton,Wallbanger,1623420024,eng,https://images.gr-assets.com/books/1352205960m/15858248.jpg,4.1,134805,"contemporary, fiction"
4136,David Sedaris,Holidays on Ice,316191299,eng,https://images.gr-assets.com/books/1328330843m/4136.jpg,3.95,82591,"memoir, nonfiction"
10584,Stephen King,Desperation,451188462,eng,https://images.gr-assets.com/books/1395764566m/10584.jpg,3.8,94821,"fiction, horror"
9369720,Lauren Kate,Passion,385739168,eng,https://images.gr-assets.com/books/1362339802m/9369720.jpg,3.89,119735,"fantasy, paranormal"
13089710,James Dashner,The Kill Order,385742886,eng,https://images.gr-assets.com/books/1330636153m/13089710.jpg,3.69,96568,"fiction, fantasy"
11500217,Susan Ee,Angelfall,144477851X,en-US,https://images.gr-assets.com/books/1423238576m/11500217.jpg,4.19,73886,"fantasy, paranormal"
187020,Richard Russo,Empire Falls,375726403,eng,https://images.gr-assets.com/books/1403184884m/187020.jpg,3.91,90811,"fiction, contemporary"
13895,Robert Jordan,The Fires of Heaven,1857232097,en-US,https://images.gr-assets.com/books/1327866286m/13895.jpg,4.13,93227,"fantasy, fiction"
20820994,Jandy Nelson,I'll Give You the Sun,803734964,eng,https://images.gr-assets.com/books/1496659336m/20820994.jpg,4.14,140937,"contemporary, romance"
22283,Chuck Palahniuk,Survivor,009928264X,en-US,https://images.gr-assets.com/books/1327346693m/22283.jpg,3.93,49551,"fiction, contemporary"
9420,Sophie Kinsella,Shopaholic and Baby,385338708,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388274774l/9420.jpg,3.77,98130,"fiction, romance"
5091,Stephen King,The Dark Tower,1416524525,en-US,https://images.gr-assets.com/books/1372296329m/5091.jpg,4.27,93296,"fantasy, fiction"
6202690,Catherine Hardwicke,Twilight Director's Notebook,316070521,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438760194l/6202690._SY475_.jpg,4.2,88847,"nonfiction, fantasy"
9418,Sophie Kinsella,Shopaholic Abroad,440241812,en-US,https://images.gr-assets.com/books/1266449959m/9418.jpg,3.75,93498,"fiction, romance"
5544,Richard Feynman,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",393316041,en-US,https://images.gr-assets.com/books/1348445281m/5544.jpg,4.29,91625,"science, biography"
6654313,Maggie Stiefvater,Linger,545123283,en-US,https://images.gr-assets.com/books/1292482391m/6654313.jpg,3.91,125363,"fantasy, ebooks"
3579,L.M. Montgomery,The Complete Anne of Green Gables Boxed Set,553609416,,https://images.gr-assets.com/books/1267721500m/3579.jpg,4.42,92142,"romance, classics"
7588,"James Joyce, Seamus Deane",A Portrait of the Artist as a Young Man,142437344,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554800429l/7588.jpg,3.6,92569,"classics, fiction"
1166599,"Robert Jordan, Brandon Sanderson",The Gathering Storm,765302306,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442815923l/1166599._SY475_.jpg,4.34,94095,"fantasy, fiction"
19089,"George Eliot, Michel Faber",Middlemarch,451529170,eng,https://images.gr-assets.com/books/1481264628m/19089.jpg,3.93,95995,"classics, fiction"
13496084,Colleen Hoover,Point of Retreat,,eng,https://images.gr-assets.com/books/1330543249m/13496084.jpg,4.3,109344,"romance, contemporary"
5350,John Grisham,The Partner,385339100,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388235158l/5350.jpg,3.89,86870,"fiction, thriller"
30,J.R.R. Tolkien,The Hobbit and The Lord of the Rings,345538374,eng,https://images.gr-assets.com/books/1346072396m/30.jpg,4.59,90907,"fiction, fantasy"
13517535,S.C. Stephens,Thoughtless,146109111X,eng,https://images.gr-assets.com/books/1331254339m/13517535.jpg,4.12,90483,"romance, contemporary"
425029,Scott Turow,Presumed Innocent,446350982,,https://images.gr-assets.com/books/1404412704m/425029.jpg,4.1,91774,"mystery, thriller"
11597,Stephen King,The Dark Half,045052468X,eng,https://images.gr-assets.com/books/1430122353m/11597.jpg,3.74,94624,"fiction, thriller"
7968243,Stacy Schiff,Cleopatra: A Life,316001929,eng,https://images.gr-assets.com/books/1294098301m/7968243.jpg,3.62,73994,"biography, history"
1911,Thomas L. Friedman,The World Is Flat: A Brief History of the Twenty-first Century,374292795,en-US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442191453l/1911._SY475_.jpg,3.66,78271,"history, business"
17182126,Brandon Sanderson,Steelheart,385743564,eng,https://images.gr-assets.com/books/1357576738m/17182126.jpg,4.16,76261,"fantasy, fiction"
32829,Jules Verne,Voyage au centre de la Terre,553213970,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389754903l/32829.jpg,3.84,89410,"classics, fiction"
6398634,Gretchen Rubin,The Happiness Project,61583251,eng,https://images.gr-assets.com/books/1256849491m/6398634.jpg,3.57,94456,"nonfiction, memoir"
216363,Philip K. Dick,The Man in the High Castle,679740678,eng,https://images.gr-assets.com/books/1448756803m/216363.jpg,3.66,84180,"fiction, classics"
105992,"Vincent Bugliosi, Curt Gentry",Helter Skelter: The True Story of The Manson Murders,393322238,en-GB,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347694754l/105992.jpg,4.0,92158,"nonfiction, crime"
11559200,Deborah Harkness,Shadow of Night,670023485,eng,https://images.gr-assets.com/books/1320604137m/11559200.jpg,4.04,97925,"fiction, paranormal"
18816603,Jodi Picoult,Leaving Time,345544927,eng,https://images.gr-assets.com/books/1394487223m/18816603.jpg,3.94,76553,"fiction, mystery"
71811,Patricia Briggs,Moon Called,441013813,eng,https://images.gr-assets.com/books/1272070347m/71811.jpg,4.18,129150,"fantasy, paranormal"
872333,Melissa de la Cruz,Blue Bloods,786838922,en-US,https://images.gr-assets.com/books/1322281515m/872333.jpg,3.68,116687,"fantasy, paranormal"
40024,Caleb Carr,The Alienist,812976142,eng,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256626l/40024.jpg,4.05,96981,"mystery, fiction"
25489625,Ta-Nehisi Coates,Between the World and Me,812993543,eng,https://images.gr-assets.com/books/1451435027m/25489625.jpg,4.4,74218,"nonfiction, memoir"
15997,"John Milton, John      Leonard",Paradise Lost,140424393,eng,https://images.gr-assets.com/books/1455618673m/15997.jpg,3.8,96316,"classics, poetry"
6463967,Michael   Lewis,The Big Short: Inside the Doomsday Machine,393072231,en-US,https://images.gr-assets.com/books/1453470736m/6463967.jpg,4.26,37090,"business, nonfiction"
