book_id,authors,original_title,genre,small_image_url
24765,Scott Westerfeld,Specials,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
58345,Kate Chopin,The Awakening,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4134071,"P.C. Cast, Kristin Cast",Hunted,"fantasy, paranormal",https://images.gr-assets.com/books/1438042897s/4134071.jpg
10929,Mitch Albom,For One More Day,"fiction, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
32669,Tom Clancy,Clear and Present Danger,"fiction, thriller",https://images.gr-assets.com/books/1291440438s/32669.jpg
30120,Shel Silverstein,Falling Up,"poetry, fantasy",https://images.gr-assets.com/books/1327871908s/30120.jpg
7821447,Justin Halpern,Sh*t My Dad Says,"nonfiction, memoir",https://images.gr-assets.com/books/1370399211s/7821447.jpg
23955,"Irvine Welsh, Eric Lindor Fall",Trainspotting,"fiction, contemporary",https://images.gr-assets.com/books/1375258001s/23955.jpg
29581,Isaac Asimov,Foundation and Empire,"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6596,Miguel Ruiz,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book","philosophy, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6614960,Jodi Picoult,House Rules,"mystery, contemporary",https://images.gr-assets.com/books/1290479868s/6614960.jpg
22917,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",Brüder Grimm: Kinder- und Hausmärchen,"classics, fantasy",https://images.gr-assets.com/books/1369540060s/22917.jpg
3980,E.L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,"fiction, mystery",https://images.gr-assets.com/books/1327784751s/3980.jpg
16130549,Stephen King,Doctor Sleep,"horror, fiction",https://images.gr-assets.com/books/1362415596s/16130549.jpg
4271,Nick Hornby,About a Boy,"fiction, contemporary",https://images.gr-assets.com/books/1382004144s/4271.jpg
15760001,Samantha Young,On Dublin Street,"contemporary, romance",https://images.gr-assets.com/books/1490401910s/15760001.jpg
3206011,"Francis Chan, Danae Yankoski, Chris Tomlin",Crazy Love: Overwhelmed by a Relentless God,"christian, religion",https://images.gr-assets.com/books/1328763220s/3206011.jpg
7770,Dr. Seuss,"One Fish, Two Fish, Red Fish, Blue Fish","fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
32423,Dean Koontz,Watchers,"fiction, thriller",https://images.gr-assets.com/books/1308458930s/32423.jpg
821611,Helen Keller,The Story of My Life,"biography, classics",https://images.gr-assets.com/books/1320429331s/821611.jpg
6224935,Jonathan Tropper,This Is Where I Leave You,"fiction, contemporary",https://images.gr-assets.com/books/1467397162s/6224935.jpg
7108001,Seth Grahame-Smith,Abraham Lincoln: Vampire Hunter,"fiction, fantasy",https://images.gr-assets.com/books/1291165397s/7108001.jpg
271199,"Natsuki Takaya, Alethea Nibley, Athena Nibley",フルーツバスケット 1,"manga, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12985,William Shakespeare,The Tempest,"classics, fiction",https://images.gr-assets.com/books/1327793692s/12985.jpg
6917952,"P.C. Cast, Kristin Cast",Burned: A House of Night Novel,"fantasy, paranormal",https://images.gr-assets.com/books/1327944437s/6917952.jpg
5096,"Stephen King, Dave McKean",Wizard and Glass,"fantasy, fiction",https://images.gr-assets.com/books/1327946510s/5096.jpg
18302455,Dave Eggers,The Circle,"fiction, contemporary",https://images.gr-assets.com/books/1376419833s/18302455.jpg
9673436,Brian Selznick,The Invention of Hugo Cabret,"fiction, fantasy",https://images.gr-assets.com/books/1422312376s/9673436.jpg
5479,"Aldous Huxley, Christopher Hitchens",Brave New World/Brave New World Revisited,"classics, fiction",https://images.gr-assets.com/books/1331315450s/5479.jpg
1087204,Bisco Hatori,桜蘭高校ホスト部 1,"manga, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18812405,Mary Kubica,The Good Girl,"mystery, fiction",https://images.gr-assets.com/books/1388340126s/18812405.jpg
16070903,Abbi Glines,"Fallen Too Far (Too Far, #1)","romance, contemporary",https://images.gr-assets.com/books/1349565157s/16070903.jpg
18081809,Rainbow Rowell,Landline,"fiction, romance",https://images.gr-assets.com/books/1499378092s/18081809.jpg
6262365,"P.C. Cast, Kristin Cast",Tempted,"fantasy, paranormal",https://images.gr-assets.com/books/1408633041s/6262365.jpg
12497,Cormac McCarthy,No Country for Old Men,"fiction, thriller",https://images.gr-assets.com/books/1443231179s/12497.jpg
6101138,Hilary Mantel,Wolf Hall,"fiction, history",https://images.gr-assets.com/books/1336576165s/6101138.jpg
6294,Diana Wynne Jones,Howl's Moving Castle,"fantasy, fiction",https://images.gr-assets.com/books/1407450489s/6294.jpg
11570,"Stephen King, William Olivier Desmond",Dreamcatcher,"horror, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
16902,Henry David Thoreau,Walden; or Life in the Woods,"classics, philosophy",https://images.gr-assets.com/books/1465675526s/16902.jpg
28921,Kazuo Ishiguro,The Remains of the Day,"fiction, classics",https://images.gr-assets.com/books/1327128714s/28921.jpg
10766509,Nicholas Sparks,The Best of Me,"romance, fiction",https://images.gr-assets.com/books/1301685366s/10766509.jpg
10746542,Julian Barnes,The Sense of an Ending,"fiction, mystery",https://images.gr-assets.com/books/1311704453s/10746542.jpg
64863,Sue Grafton,A is for Alibi,"mystery, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1554,"Sophocles, J.E. Thomas",Οἰδίπους Τύραννος,"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5960325,Lisa See,Shanghai Girls,"fiction, history",https://images.gr-assets.com/books/1327968416s/5960325.jpg
5659,"Kenneth Grahame, Gillian Avery",The Wind in the Willows,"classics, fiction",https://images.gr-assets.com/books/1423183570s/5659.jpg
15749186,Jenny Han,To All the Boys I've Loved Before,ebooks,https://images.gr-assets.com/books/1372086100s/15749186.jpg
9516,"Marjane Satrapi, Mattias Ripa",Persepolis,"comics, memoir",https://images.gr-assets.com/books/1425871473s/9516.jpg
3087,E.M. Forster,A Room with a View,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6931356,Kody Keplinger,The DUFF: Designated Ugly Fat Friend,"contemporary, romance",https://images.gr-assets.com/books/1271108843s/6931356.jpg
1295102,Sarah Dessen,Lock and Key,"romance, contemporary",https://images.gr-assets.com/books/1479691949s/1295102.jpg
268602,J.D. Robb,Naked in Death,"mystery, romance",https://images.gr-assets.com/books/1297783540s/268602.jpg
5355,John Grisham,The Chamber,"fiction, mystery",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4502877,Stephenie Meyer,Midnight Sun (Partial Draft),"fantasy, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
204042,"Masashi Kishimoto, Katy Bridges",NARUTO -ナルト- 巻ノ一 ,"fantasy, comics",https://images.gr-assets.com/books/1435524806s/204042.jpg
13227454,Rachel Joyce,The Unlikely Pilgrimage of Harold Fry,"contemporary, fiction",https://images.gr-assets.com/books/1335816092s/13227454.jpg
13262783,David Levithan,Every Day,"contemporary, romance",https://images.gr-assets.com/books/1356993940s/13262783.jpg
8648,Orson Scott Card,Xenocide,"fiction, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
24128,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",The Merchant of Venice,"classics, fiction",https://images.gr-assets.com/books/1327871054s/24128.jpg
402093,James Clavell,Shōgun,"fiction, classics",https://images.gr-assets.com/books/1397228842s/402093.jpg
42900,J.R. Ward,"Lover Awakened (Black Dagger Brotherhood, #3)","paranormal, romance",https://images.gr-assets.com/books/1388773547s/42900.jpg
16096824,Sarah J. Maas,A Court of Thorns and Roses,"fantasy, romance",https://images.gr-assets.com/books/1491595796s/16096824.jpg
293595,"Bill Martin Jr., John Archambault, Lois Ehlert",Chicka Chicka Boom Boom,"fiction, poetry",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6393631,Raina Telgemeier,Smile,"comics, memoir",https://images.gr-assets.com/books/1438206850s/6393631.jpg
5472,"George Orwell, Christopher Hitchens", Animal Farm & 1984,"classics, fiction",https://images.gr-assets.com/books/1327959366s/5472.jpg
5161,Jacquelyn Mitchard,The Deep End of the Ocean,"fiction, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12555,Amy Tan,The Bonesetter's Daughter,"fiction, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
402013,Louise Rennison,"Angus, Thongs and Full-Frontal Snogging","fiction, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13538873,Robin Sloan,Mr. Penumbra's 24-Hour Bookstore,"fiction, mystery",https://images.gr-assets.com/books/1345089845s/13538873.jpg
43448,V.C. Andrews,Flowers in the Attic,"fiction, horror",https://images.gr-assets.com/books/1327880853s/43448.jpg
25899336,"Paul Kalanithi, Abraham Verghese",When Breath Becomes Air,"memoir, nonfiction",https://images.gr-assets.com/books/1492677644s/25899336.jpg
139463,Jerry Spinelli,Maniac Magee,"fiction, classics",https://images.gr-assets.com/books/1395884800s/139463.jpg
22290,Chuck Palahniuk,Invisible Monsters,"fiction, ebooks",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1625,William Shakespeare,"Twelfth Night; or, What You Will","classics, fiction",https://images.gr-assets.com/books/1416628008s/1625.jpg
12936,Lois Lowry,Gathering Blue,"fiction, ebooks",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
902,Ellen Raskin,The Westing Game,"mystery, fiction",https://images.gr-assets.com/books/1356850909s/902.jpg
15839976,Pierce Brown,Red Rising,"fantasy, fiction",https://images.gr-assets.com/books/1461354651s/15839976.jpg
3227063,Brent Weeks,The Way of Shadows,"fantasy, fiction",https://images.gr-assets.com/books/1327881551s/3227063.jpg
30868,Barbara Kingsolver,The Bean Trees,"fiction, contemporary",https://images.gr-assets.com/books/1443483961s/30868.jpg
15745950,Jamie McGuire,Walking Disaster,"romance, contemporary",https://images.gr-assets.com/books/1352338368s/15745950.jpg
17332218,Brandon Sanderson,Words of Radiance,"fantasy, fiction",https://images.gr-assets.com/books/1391535251s/17332218.jpg
301736,"Sam McBratney, Anita Jeram",Guess How Much I Love You,"fiction, classics",https://images.gr-assets.com/books/1320457007s/301736.jpg
10967,Diana Gabaldon,The Fiery Cross,"romance, fantasy",https://images.gr-assets.com/books/1407366842s/10967.jpg
10628,"Stephen King, John D. MacDonald",Night Shift,"horror, fiction",https://images.gr-assets.com/books/1342215309s/10628.jpg
126232,Peter Benchley,Jaws,"horror, fiction",https://images.gr-assets.com/books/1327958767s/126232.jpg
3867,Nicole Krauss,The History of Love,"fiction, romance",https://images.gr-assets.com/books/1327911009s/3867.jpg
19302,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",Pippi Långstrump,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2967752,"Muriel Barbery, Alison Anderson",L'élégance du hérisson,fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2199,"Doris Kearns Goodwin, Suzanne Toren",Team of Rivals: The Political Genius of Abraham Lincoln,"history, biography",https://images.gr-assets.com/books/1347278868s/2199.jpg
7091488,Charlaine Harris,Dead in the Family,"fantasy, paranormal",https://images.gr-assets.com/books/1290479828s/7091488.jpg
11989,"Albert Camus, Stuart Gilbert",La peste,"fiction, classics",https://images.gr-assets.com/books/1342837610s/11989.jpg
78418,"Lemony Snicket, Brett Helquist",The Reptile Room,"fiction, fantasy",https://images.gr-assets.com/books/1352146294s/78418.jpg
13547180,Susannah Cahalan,Brain on Fire,"memoir, nonfiction",https://images.gr-assets.com/books/1353173297s/13547180.jpg
305234,Melissa Marr,Wicked Lovely ,"fantasy, paranormal",https://images.gr-assets.com/books/1327814035s/305234.jpg
420297,H.A. Rey,Curious George,"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
27712,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",Die unendliche Geschichte,"fantasy, classics",https://images.gr-assets.com/books/1327871159s/27712.jpg
13912,Sylvia Nasar,A Beautiful Mind,"biography, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
41681,"Upton Sinclair, Earl Lee, Kathleen DeGrave",The Jungle,"fiction, history",https://images.gr-assets.com/books/1332140681s/41681.jpg
2800905,Kelley Armstrong,The Summoning,"paranormal, romance",https://images.gr-assets.com/books/1478986944s/2800905.jpg
63697,Oliver Sacks,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,"psychology, science",https://images.gr-assets.com/books/1447047702s/63697.jpg
92364,Ken Follett,Storm Island,"fiction, thriller",https://images.gr-assets.com/books/1327939511s/92364.jpg
78433,Margaret Atwood,The Blind Assassin,"fiction, mystery",https://images.gr-assets.com/books/1451445426s/78433.jpg
23164983,Ransom Riggs,Hollow City,"fiction, fantasy",https://images.gr-assets.com/books/1429175859s/23164983.jpg
359770,Andre Dubus III,House of Sand and Fog,"fiction, contemporary",https://images.gr-assets.com/books/1428883041s/359770.jpg
17235026,M.R. Carey,The Girl with All the Gifts,"horror, fiction",https://images.gr-assets.com/books/1403033579s/17235026.jpg
77013,William Faulkner,As I Lay Dying,"classics, fiction",https://images.gr-assets.com/books/1451810782s/77013.jpg
98573,Crockett Johnson,Harold and the Purple Crayon,"fiction, classics",https://images.gr-assets.com/books/1327390957s/98573.jpg
35729,J.R. Ward,"Lover Eternal (Black Dagger Brotherhood, #2)","paranormal, romance",https://images.gr-assets.com/books/1300845974s/35729.jpg
91477,Jim Butcher,Fool Moon ,"fantasy, mystery",https://images.gr-assets.com/books/1345556849s/91477.jpg
15751404,Malcolm Gladwell,David and Goliath,"nonfiction, psychology",https://images.gr-assets.com/books/1391813567s/15751404.jpg
870,"Hiromu Arakawa, Akira Watanabe",鋼の錬金術師 1,"manga, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
64216,Terry Pratchett,Guards! Guards!,"fantasy, fiction",https://images.gr-assets.com/books/1431127356s/64216.jpg
7815,Joan Didion,The Year of Magical Thinking,"memoir, nonfiction",https://images.gr-assets.com/books/1327878638s/7815.jpg
80660,Lionel Shriver,We Need to Talk About Kevin,"fiction, contemporary",https://images.gr-assets.com/books/1327865017s/80660.jpg
112537,Arthur C. Clarke,Rendezvous with Rama,"classics, science",https://images.gr-assets.com/books/1405456427s/112537.jpg
43758,Anne Rice,The Queen of the Damned,"horror, fantasy",https://images.gr-assets.com/books/1327871992s/43758.jpg
53835,"Edith Wharton, Maureen Howard",The Age of Innocence,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
61535,Richard Dawkins,The Selfish Gene,"nonfiction, philosophy",https://images.gr-assets.com/books/1366758096s/61535.jpg
4965,Geraldine Brooks,Year of Wonders: A Novel of the Plague,"fiction, history",https://images.gr-assets.com/books/1327936622s/4965.jpg
32508,Michael Connelly,The Black Echo,"mystery, crime",https://images.gr-assets.com/books/1344265342s/32508.jpg
667,Ayn Rand,Anthem,"fiction, philosophy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
10140661,Sylvain Reynard,Gabriel's Inferno,"romance, contemporary",https://images.gr-assets.com/books/1301789770s/10140661.jpg
8073,"Judi Barrett, Ron Barrett",Cloudy with a Chance of Meatballs,"fiction, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6643090,Helen Simonson,Major Pettigrew's Last Stand,"fiction, romance",https://images.gr-assets.com/books/1320539020s/6643090.jpg
5598113,Nora Roberts,Vision in White,"romance, contemporary",https://images.gr-assets.com/books/1316972164s/5598113.jpg
10909,Jodi Picoult,The Tenth Circle,"fiction, contemporary",https://images.gr-assets.com/books/1348575053s/10909.jpg
9067850,Rick Riordan,The Throne of Fire,"fantasy, fiction",https://images.gr-assets.com/books/1366227973s/9067850.jpg
51964,John Scalzi,Old Man's War,"fiction, fantasy",https://images.gr-assets.com/books/1487044882s/51964.jpg
32692,Stephen King,Gerald's Game,"fiction, thriller",https://images.gr-assets.com/books/1297737756s/32692.jpg
6427,Janet Evanovich,Two for the Dough,"mystery, fiction",https://images.gr-assets.com/books/1330926461s/6427.jpg
327847,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",The Joy of Cooking,"cookbooks, nonfiction",https://images.gr-assets.com/books/1379313627s/327847.jpg
21611,Joe Haldeman,The Forever War,"fiction, classics",https://images.gr-assets.com/books/1386852511s/21611.jpg
10585,"Stephen King, Bettina Blanch Tyroller",Insomnia,"horror, fiction",https://images.gr-assets.com/books/1354355494s/10585.jpg
7603,Azar Nafisi,Reading Lolita in Tehran: A Memoir in Books,"memoir, nonfiction",https://images.gr-assets.com/books/1397751318s/7603.jpg
944073,Joe Abercrombie,The Blade Itself,"fantasy, fiction",https://images.gr-assets.com/books/1284167912s/944073.jpg
114955,Eoin Colfer,The Arctic Incident,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7354,Annie Proulx,The Shipping News,"fiction, contemporary",https://images.gr-assets.com/books/1469036074s/7354.jpg
22318578,"Marie Kondō, Cathy Hirano",人生がときめく片づけの魔法,"nonfiction, psychology",https://images.gr-assets.com/books/1418767178s/22318578.jpg
18460392,"Jennifer Niven, فرانک معنوی",All the Bright Places,"contemporary, fiction",https://images.gr-assets.com/books/1404331702s/18460392.jpg
231604,Kathy Reichs,Déjà Dead,"mystery, crime",https://images.gr-assets.com/books/1334157601s/231604.jpg
17402605,Michael Scott,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,"fantasy, fiction",https://images.gr-assets.com/books/1361310229s/17402605.jpg
10964693,Jeffrey Eugenides,The Marriage Plot,"fiction, contemporary",https://images.gr-assets.com/books/1328736940s/10964693.jpg
16527,"Isabel Allende, Margaret Sayers Peden",Hija de la fortuna,"fiction, romance",https://images.gr-assets.com/books/1299666780s/16527.jpg
22609317,Jessica Knoll,Luckiest Girl Alive,"fiction, mystery",https://images.gr-assets.com/books/1425975301s/22609317.jpg
270730,Ellen Hopkins,"Crank (Crank, #1)","poetry, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
17675462,Maggie Stiefvater,The Raven Boys,"fantasy, paranormal",https://images.gr-assets.com/books/1477103737s/17675462.jpg
547094,Richard Matheson,I Am Legend and Other Stories,"horror, fiction",https://images.gr-assets.com/books/1317791583s/547094.jpg
1736739,Elizabeth Strout,Olive Kitteridge,"contemporary, fiction",https://images.gr-assets.com/books/1320430655s/1736739.jpg
20588698,"Lena Dunham, Joana Avillez",Not that Kind of Girl,"memoir, nonfiction",https://images.gr-assets.com/books/1402816003s/20588698.jpg
76865,James C. Collins,Good to Great: Why Some Companies Make the Leap... and Others Don't,"business, psychology",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6137154,Kristin Cashore,Fire,"fantasy, romance",https://images.gr-assets.com/books/1331535456s/6137154.jpg
17716,Samuel Beckett,En attendant Godot,"classics, fiction",https://images.gr-assets.com/books/1327910301s/17716.jpg
43035,Jack London,White Fang,"classics, fiction",https://images.gr-assets.com/books/1475878443s/43035.jpg
4978,"Stephen King, Bernie Wrightson",Wolves of the Calla,"horror, fantasy",https://images.gr-assets.com/books/1419360231s/4978.jpg
18116,Philip Pullman,His Dark Materials,"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
16081272,J.A. Redmerski,The Edge of Never,"romance, contemporary",https://images.gr-assets.com/books/1358810128s/16081272.jpg
15776309,Kimberly McCreight,Reconstructing Amelia,"mystery, fiction",https://images.gr-assets.com/books/1350193583s/15776309.jpg
18693716,Jojo Moyes,The One Plus One,"fiction, romance",https://images.gr-assets.com/books/1403185695s/18693716.jpg
11899,Michael Cunningham,The Hours,"fiction, contemporary",https://images.gr-assets.com/books/1479663379s/11899.jpg
15858248,Alice Clayton,Wallbanger,"contemporary, fiction",https://images.gr-assets.com/books/1352205960s/15858248.jpg
4136,David Sedaris,Holidays on Ice,"memoir, nonfiction",https://images.gr-assets.com/books/1328330843s/4136.jpg
10584,Stephen King,Desperation,"fiction, horror",https://images.gr-assets.com/books/1395764566s/10584.jpg
9369720,Lauren Kate,Passion,"fantasy, paranormal",https://images.gr-assets.com/books/1362339802s/9369720.jpg
13089710,James Dashner,The Kill Order,"fiction, fantasy",https://images.gr-assets.com/books/1330636153s/13089710.jpg
11500217,Susan Ee,Angelfall,"fantasy, paranormal",https://images.gr-assets.com/books/1423238576s/11500217.jpg
187020,Richard Russo,Empire Falls,"fiction, contemporary",https://images.gr-assets.com/books/1403184884s/187020.jpg
13895,Robert Jordan,The Fires of Heaven,"fantasy, fiction",https://images.gr-assets.com/books/1327866286s/13895.jpg
20820994,Jandy Nelson,I'll Give You the Sun,"contemporary, romance",https://images.gr-assets.com/books/1496659336s/20820994.jpg
22283,Chuck Palahniuk,Survivor,"fiction, contemporary",https://images.gr-assets.com/books/1327346693s/22283.jpg
9420,Sophie Kinsella,Shopaholic and Baby,"fiction, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5091,Stephen King,The Dark Tower,"fantasy, fiction",https://images.gr-assets.com/books/1372296329s/5091.jpg
6202690,Catherine Hardwicke,Twilight Director's Notebook,"nonfiction, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9418,Sophie Kinsella,Shopaholic Abroad,"fiction, romance",https://images.gr-assets.com/books/1266449959s/9418.jpg
5544,Richard Feynman,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character","science, biography",https://images.gr-assets.com/books/1348445281s/5544.jpg
6654313,Maggie Stiefvater,Linger,"fantasy, ebooks",https://images.gr-assets.com/books/1292482391s/6654313.jpg
3579,L.M. Montgomery,The Complete Anne of Green Gables Boxed Set,"romance, classics",https://images.gr-assets.com/books/1267721500s/3579.jpg
7588,"James Joyce, Seamus Deane",A Portrait of the Artist as a Young Man,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1166599,"Robert Jordan, Brandon Sanderson",The Gathering Storm,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
19089,"George Eliot, Michel Faber",Middlemarch,"classics, fiction",https://images.gr-assets.com/books/1481264628s/19089.jpg
13496084,Colleen Hoover,Point of Retreat,"romance, contemporary",https://images.gr-assets.com/books/1330543249s/13496084.jpg
5350,John Grisham,The Partner,"fiction, thriller",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
30,J.R.R. Tolkien,The Hobbit and The Lord of the Rings,"fiction, fantasy",https://images.gr-assets.com/books/1346072396s/30.jpg
13517535,S.C. Stephens,Thoughtless,"romance, contemporary",https://images.gr-assets.com/books/1331254339s/13517535.jpg
425029,Scott Turow,Presumed Innocent,"mystery, thriller",https://images.gr-assets.com/books/1404412704s/425029.jpg
11597,Stephen King,The Dark Half,"fiction, thriller",https://images.gr-assets.com/books/1430122353s/11597.jpg
7968243,Stacy Schiff,Cleopatra: A Life,"biography, history",https://images.gr-assets.com/books/1294098301s/7968243.jpg
1911,Thomas L. Friedman,The World Is Flat: A Brief History of the Twenty-first Century,"history, business",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
17182126,Brandon Sanderson,Steelheart,"fantasy, fiction",https://images.gr-assets.com/books/1357576738s/17182126.jpg
32829,Jules Verne,Voyage au centre de la Terre,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6398634,Gretchen Rubin,The Happiness Project,"nonfiction, memoir",https://images.gr-assets.com/books/1256849491s/6398634.jpg
216363,Philip K. Dick,The Man in the High Castle,"fiction, classics",https://images.gr-assets.com/books/1448756803s/216363.jpg
105992,"Vincent Bugliosi, Curt Gentry",Helter Skelter: The True Story of The Manson Murders,"nonfiction, crime",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
11559200,Deborah Harkness,Shadow of Night,"fiction, paranormal",https://images.gr-assets.com/books/1320604137s/11559200.jpg
18816603,Jodi Picoult,Leaving Time,"fiction, mystery",https://images.gr-assets.com/books/1394487223s/18816603.jpg
71811,Patricia Briggs,Moon Called,"fantasy, paranormal",https://images.gr-assets.com/books/1272070347s/71811.jpg
872333,Melissa de la Cruz,Blue Bloods,"fantasy, paranormal",https://images.gr-assets.com/books/1322281515s/872333.jpg
40024,Caleb Carr,The Alienist,"mystery, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
25489625,Ta-Nehisi Coates,Between the World and Me,"nonfiction, memoir",https://images.gr-assets.com/books/1451435027s/25489625.jpg
15997,"John Milton, John      Leonard",Paradise Lost,"classics, poetry",https://images.gr-assets.com/books/1455618673s/15997.jpg
6463967,Michael   Lewis,The Big Short: Inside the Doomsday Machine,"business, nonfiction",https://images.gr-assets.com/books/1453470736s/6463967.jpg
11564,Stephen King,The Girl Who Loved Tom Gordon,"horror, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8621462,"Patrick Ness, Jim Kay, Siobhan Dowd", A Monster Calls ,"fantasy, fiction",https://images.gr-assets.com/books/1485991317s/8621462.jpg
8253920,"Robert Jordan, Brandon Sanderson",Towers of Midnight,"fantasy, fiction",https://images.gr-assets.com/books/1358109459s/8253920.jpg
540020,Frederick Forsyth,The Day of the Jackal,"fiction, mystery",https://images.gr-assets.com/books/1405364996s/540020.jpg
6732019,"Jason Fried, David Heinemeier Hansson",Rework,"business, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8909152,Rainbow Rowell,Attachments,"romance, contemporary",https://images.gr-assets.com/books/1499377988s/8909152.jpg
3090465,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",The Twilight Saga,"fantasy, romance",https://images.gr-assets.com/books/1327930511s/3090465.jpg
12875258,Carol Rifka Brunt,Tell the Wolves I'm Home,"fiction, contemporary",https://images.gr-assets.com/books/1335450415s/12875258.jpg
32085,James Herriot,All Creatures Great And Small,"memoir, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
11408650,Michelle Hodkin,The Unbecoming of Mara Dyer,"paranormal, fantasy",https://images.gr-assets.com/books/1336655755s/11408650.jpg
